id,listingID,erc1155TypeId,priceInWei,quantity,timeLastPurchased
158679_0xd040fc702ff3b904890bcd777530175384416896_1630545073,158679,109,17000000000000000000,1,1630545073
158684_0x36b08dba9335dd28c444b63ebff12fcf014007fe_1630517812,158684,243,214000000000000000000,3,1630517812
158686_0x5cf6cc6a40fb56f2fb0e186903de8753b6f85511_1630939184,158686,20,23000000000000000000,1,1630939184
158692_0x5da5f4c020f856abdb168fd35c957d6006ba2ede_1630548010,158692,224,194000000000000000000,1,1630548010
158692_0xb53cf0a586973ab15c0a045990d06b4fa083dd5a_1630589061,158692,224,194000000000000000000,1,1630589061
158693_0x6a0132b33eb56f760d705a0fa947267304551719_1630513693,158693,227,83000000000000000000,1,1630513693
158701_0xa7f1c77998bae58614be010ad2a806639e280056_1630925084,158701,134,14000000000000000000,1,1630925084
158704_0x6a0132b33eb56f760d705a0fa947267304551719_1630515028,158704,206,89000000000000000000,1,1630515028
158711_0x36b08dba9335dd28c444b63ebff12fcf014007fe_1630504830,158711,208,57000000000000000000,1,1630504830
158713_0x8b9f39b3c76aab744bcee37cc56782bac8eb5ffb_1630656718,158713,225,9000000000000000000,1,1630656718
158720_0x9ff84b91998df96a6587db8dde8d4e47518107d6_1630635297,158720,233,89800000000000000000,1,1630635297
158725_0xa7f1c77998bae58614be010ad2a806639e280056_1630676406,158725,208,79000000000000000000,1,1630676406
158736_0x84beaed15e8ec63a6d6f6787b0cc5efb52724f08_1630507748,158736,233,79000000000000000000,1,1630507748
158745_0x0e93ad7c720177d4e2c48465c83a50579bd521c1_1631074946,158745,221,8000000000000000000,1,1631074946
158769_0x47d6f96ba098816389db7c87cbf077de7181b853_1630972743,158769,142,125000000000000000000,1,1630972743
158769_0xd8f35ef085d202fa7cad0e0c61da737b60e1f855_1630561064,158769,142,125000000000000000000,1,1630561064
158781_0xc99df6b7a5130dce61ba98614a2457daa8d92d1c_1632827416,158781,64,29900000000000000000,1,1632827416
158783_0xa63519e67dae9a551ad34ae679cf0e911a78381a_1630514670,158783,240,87000000000000000000,1,1630514670
158784_0x18bfff508960710fee296502de84667c7f4e88cf_1630523544,158784,158,194000000000000000000,1,1630523544
158788_0xed3bbbe2e3eace311a94b059508bbdda9149ab23_1631314988,158788,121,260000000000000000000,1,1631314988
158790_0x10b385eb6c517943da02e58a76c97b5a16e1c31d_1630533996,158790,225,8950000000000000000,1,1630533996
158790_0x6a0132b33eb56f760d705a0fa947267304551719_1630513813,158790,225,8950000000000000000,3,1630513813
158790_0x95ac8d067e3501063fa95f17758da79d4caac37f_1630532786,158790,225,8950000000000000000,2,1630532786
158792_0xa91483bca21d07fbb1b3aa45a3b0bdf264c5b497_1630546252,158792,123,40000000000000000000,1,1630546252
158793_0x9ff84b91998df96a6587db8dde8d4e47518107d6_1632078713,158793,220,498000000000000000000,1,1632078713
158794_0x18932848b2f9b14b70972a1400133d1ed6342114_1630513121,158794,208,58000000000000000000,1,1630513121
158795_0xed3bbbe2e3eace311a94b059508bbdda9149ab23_1630738889,158795,83,399000000000000000000,1,1630738889
158798_0x36b08dba9335dd28c444b63ebff12fcf014007fe_1630520722,158798,209,1250000000000000000000,1,1630520722
158800_0x3742f0fd8fce40411c450e74d270d4d5faaf92fd_1630592189,158800,157,193000000000000000000,1,1630592189
158803_0x634f05b59192358f4905d047af6883e6d9282e31_1630541847,158803,88,9880000000000000000,1,1630541847
158814_0x18bfff508960710fee296502de84667c7f4e88cf_1630528774,158814,226,80000000000000000000,1,1630528774
158820_0x3ba960aeb77b01476cfef7838b40aa9016b0e3c5_1630524122,158820,208,68900000000000000000,1,1630524122
158826_0x47ea0ab486f9d00f16d9f248e3388586e061f7f8_1630634897,158826,151,87100000000000000000,1,1630634897
158828_0x9ff84b91998df96a6587db8dde8d4e47518107d6_1630514888,158828,212,4222000000000000000000,1,1630514888
158831_0x00553b963de06016c68681c9bee10a79c51c5d8a_1630519380,158831,233,78000000000000000000,1,1630519380
158833_0x501ffc7ee44f7986c24fb5bf7c04c1ed6377ec87_1630525256,158833,90,11900000000000000000,1,1630525256
158834_0x9253ce7a058385a927f30d8e5b84d1a106fb665b_1630525132,158834,225,8000000000000000000,1,1630525132
158836_0x18bfff508960710fee296502de84667c7f4e88cf_1630521232,158836,208,65000000000000000000,1,1630521232
158837_0xf8f94c0733a28919dcfa6c52668c688234359d88_1630517844,158837,225,7000000000000000000,1,1630517844
158838_0x9c0fe354f36fd0717e9d41e2a3c1d325f450d824_1630533908,158838,221,7000000000000000000,1,1630533908
158841_0xe1dfec1c1213baf331eb586468ebdf6b67f7c332_1630564243,158841,228,6900000000000000000,2,1630564243
158843_0xee5cda91e4ddcde24d44dafd74bed4ba068f8ac2_1630531942,158843,221,6900000000000000000,1,1630531942
158847_0x118b427af645e5e696e6da748bd66ac8e4f5e9a8_1630528272,158847,244,75000000000000000000,1,1630528272
158848_0x18bfff508960710fee296502de84667c7f4e88cf_1630533840,158848,233,79500000000000000000,1,1630533840
158852_0x47d6f96ba098816389db7c87cbf077de7181b853_1630516670,158852,206,88000000000000000000,1,1630516670
158853_0x56a356c378c5fa08dfd32ee4ca0dce93f328ba37_1630539630,158853,102,648000000000000000000,1,1630539630
158854_0x36b08dba9335dd28c444b63ebff12fcf014007fe_1630516650,158854,2,5000000000000000000,1,1630516650
158856_0x1a8d886d3a4a2d2aeb817ebb781f0683351538b1_1632993525,158856,41,50000000000000000000,1,1632993525
158861_0x26cf02f892b04af4cf350539ce2c77fcf79ec172_1632530936,158861,232,7900000000000000000,5,1632530936
158862_0x5761ac2e1cb06cc3f8e1dd7e40b358bb35558def_1631835217,158862,230,7000000000000000000,1,1631835217
158862_0xe1dfec1c1213baf331eb586468ebdf6b67f7c332_1631860926,158862,230,7000000000000000000,1,1631860926
158872_0x47d6f96ba098816389db7c87cbf077de7181b853_1630660740,158872,206,89000000000000000000,1,1630660740
158874_0x8feebfa4ac7af314d90a0c17c3f91c800cfde44b_1630520002,158874,230,5000000000000000000,1,1630520002
158883_0x0c404f55595ab844d519a084ff1b8cb36aaad1d1_1630773553,158883,36,15830000000000000000,1,1630773553
158883_0xe08fd80d7d0593a616c01a3f2a17bdc3206c71b4_1630553703,158883,36,15830000000000000000,1,1630553703
158883_0xe08fd80d7d0593a616c01a3f2a17bdc3206c71b4_1630553723,158883,36,15830000000000000000,1,1630553723
158885_0x324fbd9536bf3d77d36137310fd4abe5130dfea9_1631200282,158885,66,49880000000000000000,1,1631200282
158885_0x830d9c0c284a1a76b606a3fdd3be1dc253bf268b_1630997612,158885,66,49880000000000000000,1,1630997612
158885_0x9f23007d231f80be8e8946139f06b9feaaac4944_1631328777,158885,66,49880000000000000000,1,1631328777
158885_0xb4d502361a3c6f823eeb9a99af09e110382206ee_1631220902,158885,66,49880000000000000000,1,1631220902
158887_0x1d4ddcb0e96d99f417919bc9c94b8348dc837a32_1630974045,158887,116,263000000000000000000,1,1630974045
158887_0x1d4ddcb0e96d99f417919bc9c94b8348dc837a32_1630974279,158887,116,263000000000000000000,1,1630974279
158887_0xe805b7459fe13f42e91e9282b8b4af010c9391c5_1630622258,158887,116,263000000000000000000,1,1630622258
158891_0x18bfff508960710fee296502de84667c7f4e88cf_1630533316,158891,135,49000000000000000000,1,1630533316
158893_0x18bfff508960710fee296502de84667c7f4e88cf_1630533250,158893,134,8000000000000000000,1,1630533250
158894_0x9253ce7a058385a927f30d8e5b84d1a106fb665b_1630525090,158894,225,7000000000000000000,1,1630525090
158900_0xa7f1c77998bae58614be010ad2a806639e280056_1630612968,158900,236,425000000000000000000,1,1630612968
158908_0xf667db9883f7bcad47c56e25816460811f59912f_1630595151,158908,109,17500000000000000000,1,1630595151
158909_0x47ab904f34fbe517e8032de5e86ce8708369a72d_1630944200,158909,205,21000000000000000000,1,1630944200
158912_0xeda29227543b2bc0d8e4a5220ef0a34868033a2d_1630784050,158912,200,16500000000000000000,1,1630784050
158913_0x36b08dba9335dd28c444b63ebff12fcf014007fe_1630522248,158913,209,1250000000000000000000,2,1630522248
158916_0x18bfff508960710fee296502de84667c7f4e88cf_1630529826,158916,66,48000000000000000000,1,1630529826
158917_0x9ff84b91998df96a6587db8dde8d4e47518107d6_1630622352,158917,209,1350000000000000000000,2,1630622352
158920_0x5f7facc66823b0accb37beba6e536c0b5459ae02_1630526092,158920,141,32000000000000000000,1,1630526092
158921_0x8b208a8f61e6e502cbb28c3f17412b30ce6dfd70_1630529332,158921,146,75000000000000000000,1,1630529332
158924_0xa7f1c77998bae58614be010ad2a806639e280056_1630675694,158924,199,290000000000000000000,1,1630675694
158927_0x18bfff508960710fee296502de84667c7f4e88cf_1630528846,158927,227,82500000000000000000,1,1630528846
158931_0x5551fa79f15ca4592a3950372fd3d4ee8be7b5cc_1630535126,158931,206,88000000000000000000,1,1630535126
158940_0x85298774c2dbbbb9191373a9bc14f4a9434e5ff4_1630526344,158940,209,1349000000000000000000,1,1630526344
158943_0xe08fd80d7d0593a616c01a3f2a17bdc3206c71b4_1630553023,158943,94,24000000000000000000,1,1630553023
158944_0x10b385eb6c517943da02e58a76c97b5a16e1c31d_1630533982,158944,225,8250000000000000000,1,1630533982
158944_0x18bfff508960710fee296502de84667c7f4e88cf_1630528892,158944,225,8250000000000000000,1,1630528892
158946_0x0d3015631c1e642e8eb35b5a0efcea24a7685603_1630652464,158946,231,10990000000000000000,1,1630652464
158946_0x18bfff508960710fee296502de84667c7f4e88cf_1630630249,158946,231,10990000000000000000,1,1630630249
158946_0x472d7e705f3baa44f82bff5b397330015d810828_1630651264,158946,231,10990000000000000000,1,1630651264
158946_0x49848c2eaba520dc3fe7f214f11a233b6d605ef4_1630553839,158946,231,10990000000000000000,1,1630553839
158946_0x4edb4161d16c89b71aec027930a943c3d4cf0777_1630535306,158946,231,10990000000000000000,1,1630535306
158946_0x547c0dbd2fc303c8e97475ec072a58de60ec134a_1630715630,158946,231,10990000000000000000,1,1630715630
158946_0x93d8225e941c95d6e49dd0cfd0c24ec27d6119d1_1630584025,158946,231,10990000000000000000,1,1630584025
158946_0xa14c5e8d3b5680db8246b18cf986c54905c2249f_1630658134,158946,231,10990000000000000000,1,1630658134
158946_0xa7f1c77998bae58614be010ad2a806639e280056_1630740644,158946,231,10990000000000000000,1,1630740644
158946_0xc23841d8a9011fe7eb789ce44a9f3ee0a91a53c0_1630720071,158946,231,10990000000000000000,1,1630720071
158950_0xed3bbbe2e3eace311a94b059508bbdda9149ab23_1630582423,158950,119,722000000000000000000,1,1630582423
158954_0xee5cda91e4ddcde24d44dafd74bed4ba068f8ac2_1630531822,158954,211,14870000000000000000,1,1630531822
158958_0x5551fa79f15ca4592a3950372fd3d4ee8be7b5cc_1630535186,158958,208,68890000000000000000,1,1630535186
158962_0x09ad186d43615aa3131c6064538af6e0a643ce12_1630826221,158962,90,12000000000000000000,1,1630826221
158967_0x7419acdbc0f58e8bc449bc180736cd41153e2a4a_1631241040,158967,41,44990000000000000000,1,1631241040
158968_0xa14c5e8d3b5680db8246b18cf986c54905c2249f_1631171230,158968,230,6000000000000000000,10,1631171230
158971_0xa7f1c77998bae58614be010ad2a806639e280056_1630677232,158971,227,100000000000000000000,1,1630677232
158973_0xf667db9883f7bcad47c56e25816460811f59912f_1631105636,158973,231,12000000000000000000,2,1631105636
158984_0x478fa4c971a077038b4fc5c172c3af5552224ccc_1630594076,158984,100,700000000000000000000,1,1630594076
158990_0xcdcab24f4cfada35c28fef824cc13bd797b0ca13_1630971705,158990,82,995000000000000000000,1,1630971705
158998_0x95ac8d067e3501063fa95f17758da79d4caac37f_1630594474,158998,244,79000000000000000000,1,1630594474
159001_0xd757f002d43dcb8db9a4e43a8350aa8cccdc4e4f_1630771674,159001,209,1449000000000000000000,1,1630771674
159004_0xed3bbbe2e3eace311a94b059508bbdda9149ab23_1630586353,159004,143,869000000000000000000,1,1630586353
159005_0x51f5a4ae44e90c1212c29927216296f29151f4d8_1630540307,159005,239,60000000000000000000,1,1630540307
159008_0x118b427af645e5e696e6da748bd66ac8e4f5e9a8_1630531750,159008,226,76000000000000000000,1,1630531750
159010_0x9c0fe354f36fd0717e9d41e2a3c1d325f450d824_1630534294,159010,227,80000000000000000000,1,1630534294
159015_0x60c4ae0ee854a20ea7796a9678090767679b30fc_1630689870,159015,235,590000000000000000000,1,1630689870
159015_0xa499df2bdae854093e5576c26c9e53e1b30d25e5_1631211156,159015,235,590000000000000000000,1,1631211156
159015_0xed3bbbe2e3eace311a94b059508bbdda9149ab23_1630537228,159015,235,590000000000000000000,1,1630537228
159015_0xed3bbbe2e3eace311a94b059508bbdda9149ab23_1631229119,159015,235,590000000000000000000,1,1631229119
159015_0xed3bbbe2e3eace311a94b059508bbdda9149ab23_1631229215,159015,235,590000000000000000000,3,1631229215
159015_0xf99f4bd4ec1867c1d5f4e79e7c90483fd8d58f5e_1631121688,159015,235,590000000000000000000,1,1631121688
159017_0x66ab6a57322ac5fd7026662675db0e83307e025e_1630540138,159017,229,24490000000000000000,1,1630540138
159017_0xe1dfec1c1213baf331eb586468ebdf6b67f7c332_1630564494,159017,229,24490000000000000000,2,1630564494
159021_0xa91483bca21d07fbb1b3aa45a3b0bdf264c5b497_1630547690,159021,240,97950000000000000000,1,1630547690
159026_0xa7f1c77998bae58614be010ad2a806639e280056_1630592696,159026,220,495000000000000000000,1,1630592696
159031_0x5ea0acaaf9a1c5d9cf93ecdb733ef6c6d66663b0_1630564854,159031,132,240000000000000000000,1,1630564854
159032_0x002d2715b179d0db3e17cc28317a98f2f65e6884_1631337381,159032,211,14870000000000000000,1,1631337381
159036_0xeac3e40b903f1d0d46399575652633b6eda810b9_1630542227,159036,221,7440000000000000000,1,1630542227
159039_0xa7f1c77998bae58614be010ad2a806639e280056_1630925184,159039,225,14990000000000000000,1,1630925184
159039_0xa7f1c77998bae58614be010ad2a806639e280056_1630925270,159039,225,14990000000000000000,1,1630925270
159044_0xb4a97595ad4f5535830d1f1d979cf0aec2ec27f6_1632826167,159044,69,24990000000000000000,1,1632826167
159045_0xa3c5a5f5bcd29ae08ba2d62c43d8ea742dd6edd9_1630568850,159045,87,17990000000000000000,1,1630568850
159048_0x1ace8f50a24112c646d9f72ad05f3b88565b8a19_1630610402,159048,152,169000000000000000000,1,1630610402
159050_0x5551fa79f15ca4592a3950372fd3d4ee8be7b5cc_1630534834,159050,227,84490000000000000000,1,1630534834
159053_0x34b121b6358e595946db584051c94aff4ccc6926_1630694551,159053,66,48000000000000000000,1,1630694551
159054_0xed3bbbe2e3eace311a94b059508bbdda9149ab23_1630536984,159054,82,800000000000000000000,1,1630536984
159085_0xffea5a2cfaf1aafbb87a1fe4eed5413da45c30a0_1630537750,159085,229,25000000000000000000,2,1630537750
159086_0x47ab904f34fbe517e8032de5e86ce8708369a72d_1630951614,159086,207,17000000000000000000,1,1630951614
159089_0xf5b34200f6e6f8aa07a02af30596f970d3f400e9_1630556394,159089,18,33000000000000000000,1,1630556394
159090_0xa7f1c77998bae58614be010ad2a806639e280056_1630925056,159090,137,13000000000000000000,1,1630925056
159093_0x262944448ec574dd5f82136964bbf189cc1ab579_1630538530,159093,232,8000000000000000000,1,1630538530
159094_0x262944448ec574dd5f82136964bbf189cc1ab579_1630538508,159094,231,8000000000000000000,1,1630538508
159096_0x3742f0fd8fce40411c450e74d270d4d5faaf92fd_1630594594,159096,41,34000000000000000000,1,1630594594
159104_0xea651e5b72751f1d2e36255f5f59792c84cd856f_1630563154,159104,227,98950000000000000000,1,1630563154
159108_0xea651e5b72751f1d2e36255f5f59792c84cd856f_1630649768,159108,66,47900000000000000000,1,1630649768
159109_0x5da5f4c020f856abdb168fd35c957d6006ba2ede_1630547920,159109,91,17000000000000000000,1,1630547920
159113_0x002d2715b179d0db3e17cc28317a98f2f65e6884_1630870271,159113,211,13000000000000000000,1,1630870271
159119_0x0e0934c9cb01a700b2e849e4b80c85ca93939c9d_1630562450,159119,44,207000000000000000000,1,1630562450
159125_0x634f05b59192358f4905d047af6883e6d9282e31_1630541975,159125,90,8790000000000000000,1,1630541975
159125_0xe61aa00b5f0461ef4e38ddc565555369651682aa_1630555776,159125,90,8790000000000000000,3,1630555776
159125_0xf667db9883f7bcad47c56e25816460811f59912f_1630555802,159125,90,8790000000000000000,1,1630555802
159141_0x939e38d9f1eaf55f6154a0261f3f00f0ee13fd7d_1630589949,159141,117,39900000000000000000,1,1630589949
159142_0xea651e5b72751f1d2e36255f5f59792c84cd856f_1630563122,159142,158,194000000000000000000,1,1630563122
159144_0x02206509a713e003bd099fd12a2edfef9af84665_1630583899,159144,239,68000000000000000000,1,1630583899
159148_0xcd8e89b10cb22a75092c9687806a8ddb3324a599_1630713834,159148,130,29000000000000000000,1,1630713834
159154_0x5da5f4c020f856abdb168fd35c957d6006ba2ede_1630547654,159154,241,100000000000000000000,1,1630547654
159155_0x5da5f4c020f856abdb168fd35c957d6006ba2ede_1630547620,159155,239,60000000000000000000,1,1630547620
159157_0xf667db9883f7bcad47c56e25816460811f59912f_1630549214,159157,225,8000000000000000000,1,1630549214
159158_0xa48ca65ef647f04ef7cef89cb73c8e53e3736a15_1630547600,159158,228,6500000000000000000,1,1630547600
159163_0x6bfebd0ba926786b6419e9d22125cfef3b44eee1_1630597756,159163,76,23900000000000000000,1,1630597756
159164_0x063d6360bafe1981578e8b359c8176f359e23c26_1630709988,159164,3,45000000000000000000,1,1630709988
159169_0xeda29227543b2bc0d8e4a5220ef0a34868033a2d_1630784912,159169,4,17990000000000000000,1,1630784912
159170_0xc0fca04ff8721462c53d848610818b25427b5b29_1630587794,159170,108,17990000000000000000,1,1630587794
159171_0xc0fca04ff8721462c53d848610818b25427b5b29_1630587994,159171,109,17490000000000000000,1,1630587994
159182_0x5da5f4c020f856abdb168fd35c957d6006ba2ede_1630548496,159182,223,21000000000000000000,1,1630548496
159185_0x4117f0db169b126a44fca628de4223c264ad6f19_1630554219,159185,207,14500000000000000000,1,1630554219
159185_0xf5b34200f6e6f8aa07a02af30596f970d3f400e9_1630556070,159185,207,14500000000000000000,1,1630556070
159188_0x8a47ee6008ab47174a90019413746309ef6d13dc_1630585630,159188,221,7000000000000000000,1,1630585630
159188_0xea651e5b72751f1d2e36255f5f59792c84cd856f_1630565588,159188,221,7000000000000000000,1,1630565588
159194_0xe1dfec1c1213baf331eb586468ebdf6b67f7c332_1630564393,159194,230,5990000000000000000,5,1630564393
159199_0x547c0dbd2fc303c8e97475ec072a58de60ec134a_1630591001,159199,232,5850000000000000000,1,1630591001
159201_0x8e4bdd156e4dd802dd919f4fd2645681ce99a538_1630573247,159201,211,12990000000000000000,1,1630573247
159202_0xf8f94c0733a28919dcfa6c52668c688234359d88_1630594064,159202,218,19750000000000000000,1,1630594064
159207_0x5e47e86c274e88423cdc2a1b87148e2192d5ae39_1630552605,159207,225,8900000000000000000,1,1630552605
159213_0x47ea0ab486f9d00f16d9f248e3388586e061f7f8_1630617398,159213,93,777000000000000000000,1,1630617398
159215_0x0fc6d0e52190023ba736006788c23f8836b97afd_1630609114,159215,152,155000000000000000000,1,1630609114
159219_0xa7f1c77998bae58614be010ad2a806639e280056_1630925002,159219,225,14000000000000000000,1,1630925002
159221_0x8f1fc3766884d4a890acb2cf4bd7a9af7b2a6932_1632464670,159221,231,16000000000000000000,1,1632464670
159237_0xea651e5b72751f1d2e36255f5f59792c84cd856f_1630563046,159237,226,80000000000000000000,1,1630563046
159243_0xb53cf0a586973ab15c0a045990d06b4fa083dd5a_1630557477,159243,224,193000000000000000000,1,1630557477
159244_0xf5b34200f6e6f8aa07a02af30596f970d3f400e9_1630555800,159244,226,79000000000000000000,1,1630555800
159245_0xe1dfec1c1213baf331eb586468ebdf6b67f7c332_1630564325,159245,230,5970000000000000000,1,1630564325
159248_0x93d8225e941c95d6e49dd0cfd0c24ec27d6119d1_1630583951,159248,233,77000000000000000000,1,1630583951
159252_0x4572192ed1dee5fd0f8f07269be4ef3e3e270715_1630652336,159252,90,11900000000000000000,1,1630652336
159256_0xce15b3fc8d2639585ee66155c46a841dc7f46f43_1630565328,159256,69,16000000000000000000,1,1630565328
159259_0x063d6360bafe1981578e8b359c8176f359e23c26_1630709490,159259,94,22000000000000000000,1,1630709490
159260_0xfe519ff03a09cb802dfb8e2011052969ded3d635_1630588358,159260,96,53000000000000000000,1,1630588358
159263_0x002d2715b179d0db3e17cc28317a98f2f65e6884_1630870287,159263,211,13870000000000000000,1,1630870287
159264_0x39292e0157ef646cc9ea65dc48f8f91cae009eae_1630567456,159264,243,247000000000000000000,1,1630567456
159265_0x47ea0ab486f9d00f16d9f248e3388586e061f7f8_1630634881,159265,236,450000000000000000000,1,1630634881
159266_0x09ad186d43615aa3131c6064538af6e0a643ce12_1630824106,159266,221,7500000000000000000,1,1630824106
159267_0x3742f0fd8fce40411c450e74d270d4d5faaf92fd_1630591953,159267,208,68800000000000000000,1,1630591953
159267_0x73b46a49e5f92480710b07be849500b772b6a995_1630585079,159267,208,68800000000000000000,1,1630585079
159279_0x7f66ef3e0d8432a9c31a95daccb703aa9509277a_1630587524,159279,240,98950000000000000000,1,1630587524
159282_0xd44e64846e417d1041bc15cef8b988507492ea37_1630573949,159282,139,94800000000000000000,1,1630573949
159284_0xb8b95a513c2f754ae61087edfe0057c80513e649_1630560644,159284,225,7500000000000000000,1,1630560644
159298_0xe88632728ed377f556cb964e6f670f6017d497e4_1630678892,159298,225,9000000000000000000,1,1630678892
159299_0x246d8ef4ac5a479e8229bcb9f32d03e574899573_1630699013,159299,91,17900000000000000000,1,1630699013
159302_0xe88632728ed377f556cb964e6f670f6017d497e4_1630679050,159302,88,10990000000000000000,1,1630679050
159305_0x0fc6d0e52190023ba736006788c23f8836b97afd_1630585392,159305,36,15800000000000000000,1,1630585392
159313_0xa2a5b3f8a1944408f499a0b1c3b61f697f8a8e94_1630573721,159313,141,34500000000000000000,1,1630573721
159319_0x1754352eacb753327fec2d4f48f0fb36b672c5e0_1630753225,159319,222,17300000000000000000,1,1630753225
159321_0xb0c4cc1aa998df91d2c27ce06641261707a8c9c3_1630755093,159321,147,19950000000000000000,1,1630755093
159322_0x3c6d73475d8a64cec5b5170853ab38ccf51eb130_1630590085,159322,223,23950000000000000000,1,1630590085
159340_0x0fc6d0e52190023ba736006788c23f8836b97afd_1630585604,159340,140,27000000000000000000,1,1630585604
159341_0x18932848b2f9b14b70972a1400133d1ed6342114_1630578060,159341,239,62000000000000000000,1,1630578060
159344_0xce15b3fc8d2639585ee66155c46a841dc7f46f43_1630564981,159344,228,6880000000000000000,1,1630564981
159363_0xe08fd80d7d0593a616c01a3f2a17bdc3206c71b4_1630693450,159363,200,16000000000000000000,1,1630693450
159364_0x47ea0ab486f9d00f16d9f248e3388586e061f7f8_1630617348,159364,93,749000000000000000000,1,1630617348
159372_0xc194765f438294595eb4a620ca6d403f7c7e64c7_1630647009,159372,222,17200000000000000000,1,1630647009
159373_0x47d6f96ba098816389db7c87cbf077de7181b853_1630574805,159373,207,14900000000000000000,1,1630574805
159373_0x84f117fd2705ebeb82d4316d63e3c9d93764088c_1630579700,159373,207,14900000000000000000,1,1630579700
159373_0xa3c5a5f5bcd29ae08ba2d62c43d8ea742dd6edd9_1630567285,159373,207,14900000000000000000,1,1630567285
159374_0xdaaf88a9bec5e584329e4954bf72e7909f3a71e9_1630684550,159374,230,5990000000000000000,1,1630684550
159378_0x1b0fa1cf40d1cf1bbe8476d3b096b4a877570cf4_1630680882,159378,225,9000000000000000000,1,1630680882
159379_0x1ace8f50a24112c646d9f72ad05f3b88565b8a19_1630757600,159379,116,260000000000000000000,1,1630757600
159381_0x47d6f96ba098816389db7c87cbf077de7181b853_1630587206,159381,206,88000000000000000000,1,1630587206
159381_0xa7f1c77998bae58614be010ad2a806639e280056_1630653646,159381,206,88000000000000000000,4,1630653646
159386_0xf53fb59b376fdd4dd397d89c711e2935ae310aa0_1630568002,159386,6,73000000000000000000,1,1630568002
159391_0xd24a5b3a49ec2ed0dace25f1debed07e340befc9_1630571096,159391,6,75000000000000000000,1,1630571096
159393_0xc0fca04ff8721462c53d848610818b25427b5b29_1630586503,159393,231,12000000000000000000,1,1630586503
159394_0xa7f1c77998bae58614be010ad2a806639e280056_1630924469,159394,225,10000000000000000000,1,1630924469
159403_0x3742f0fd8fce40411c450e74d270d4d5faaf92fd_1630597328,159403,123,44950000000000000000,1,1630597328
159412_0x7d67b5e3cabdd4cea4efc732418dfce1ae52666b_1630591009,159412,221,8050000000000000000,1,1630591009
159414_0xe5f6dbc39334f3e79c149efb8c8c9c8dec474af1_1631758588,159414,219,525000000000000000000,1,1631758588
159416_0x7d67b5e3cabdd4cea4efc732418dfce1ae52666b_1630590943,159416,222,17000000000000000000,1,1630590943
159417_0x4e7bf3694962fc482a16d60fd78f99db9c4c52b0_1631305326,159417,211,13990000000000000000,9,1631305326
159417_0x651163f6f09931c38887980b2f8e51eb84e031d9_1631094196,159417,211,13990000000000000000,1,1631094196
159427_0x8b9f39b3c76aab744bcee37cc56782bac8eb5ffb_1630656754,159427,226,80000000000000000000,1,1630656754
159428_0xdb094e9d2a746bd3373f2c8b7b7a5d4b7199bca7_1630633835,159428,42,135000000000000000000,1,1630633835
159431_0xf24f0a86e0b8367bf065471bbdc89008f0087fd3_1630766001,159431,94,25000000000000000000,1,1630766001
159434_0xed3bbbe2e3eace311a94b059508bbdda9149ab23_1630586455,159434,83,310000000000000000000,1,1630586455
159435_0xa7f1c77998bae58614be010ad2a806639e280056_1630677274,159435,227,105000000000000000000,1,1630677274
159437_0xf667db9883f7bcad47c56e25816460811f59912f_1630681466,159437,88,11000000000000000000,1,1630681466
159438_0x99655ca16c742b46a4a05afaf0f7798c336fd279_1630617346,159438,132,240000000000000000000,1,1630617346
159441_0xa7f1c77998bae58614be010ad2a806639e280056_1630677192,159441,227,98000000000000000000,1,1630677192
159442_0x39292e0157ef646cc9ea65dc48f8f91cae009eae_1630579182,159442,227,97700000000000000000,1,1630579182
159445_0xa14c5e8d3b5680db8246b18cf986c54905c2249f_1630581057,159445,25,115000000000000000000,1,1630581057
159447_0xd5378ddf3c3740b3ad2b3f62ec8f3446b9a47746_1630579502,159447,43,130000000000000000000,1,1630579502
159448_0x9c0fe354f36fd0717e9d41e2a3c1d325f450d824_1630591189,159448,81,115000000000000000000,1,1630591189
159448_0x9c0fe354f36fd0717e9d41e2a3c1d325f450d824_1630591363,159448,81,115000000000000000000,1,1630591363
159449_0x3742f0fd8fce40411c450e74d270d4d5faaf92fd_1630594617,159449,229,25000000000000000000,1,1630594617
159460_0x4572192ed1dee5fd0f8f07269be4ef3e3e270715_1630654528,159460,232,5900000000000000000,1,1630654528
159462_0xdb094e9d2a746bd3373f2c8b7b7a5d4b7199bca7_1630633827,159462,43,142000000000000000000,1,1630633827
159464_0x6b7f6f99783a256a1c378b7971c23ae24140944b_1630849308,159464,230,5990000000000000000,1,1630849308
159475_0x6bfebd0ba926786b6419e9d22125cfef3b44eee1_1630597132,159475,233,79600000000000000000,1,1630597132
159490_0x804b028f2257e2bda0247f76db1423a88137bfee_1630795863,159490,138,20000000000000000000,1,1630795863
159491_0xa7f1c77998bae58614be010ad2a806639e280056_1630675806,159491,39,26000000000000000000,1,1630675806
159493_0x0fc6d0e52190023ba736006788c23f8836b97afd_1630584959,159493,147,19000000000000000000,1,1630584959
159494_0xed3bbbe2e3eace311a94b059508bbdda9149ab23_1631006274,159494,144,7199000000000000000000,1,1631006274
159500_0xa423687ddf458a3a0ae4b738dc2cca3c4312a742_1631207186,159500,104,950000000000000000000,1,1631207186
159501_0x90c88c8331df8a21542b36bba3a0f226e46eb39d_1630585516,159501,211,12990000000000000000,1,1630585516
159510_0x09ad186d43615aa3131c6064538af6e0a643ce12_1630672456,159510,134,8000000000000000000,1,1630672456
